-0.118978, 0.834260, -0.060284, 0
-0.118095, 0.834260, -0.060588, 9.343156e-04
-0.117211, 0.834260, -0.060892, 1.868631e-03
-0.116328, 0.834260, -0.061196, 2.802947e-03
-0.115444, 0.834260, -0.061500, 3.737262e-03
-0.114561, 0.834260, -0.061804, 4.671578e-03
-0.113678, 0.834260, -0.062109, 5.605894e-03
-0.112794, 0.834260, -0.062413, 6.540209e-03
-0.111911, 0.834260, -0.062717, 7.474525e-03
-0.111027, 0.834260, -0.063021, 8.408840e-03
-0.110144, 0.834260, -0.063325, 9.343156e-03
-0.109261, 0.834260, -0.063630, 1.027747e-02
-0.108377, 0.834260, -0.063934, 1.121179e-02
-0.107494, 0.834260, -0.064238, 1.214610e-02
-0.106610, 0.834260, -0.064542, 1.308042e-02
-0.105727, 0.834260, -0.064846, 1.401473e-02
-0.104843, 0.834260, -0.065150, 1.494905e-02
-0.103960, 0.834260, -0.065455, 1.588337e-02
-0.103077, 0.834260, -0.065759, 1.681768e-02
-0.102193, 0.834260, -0.066063, 1.775200e-02
-0.101310, 0.834260, -0.066367, 1.868631e-02
-0.100426, 0.834260, -0.066671, 1.962063e-02
-0.099543, 0.834260, -0.066975, 2.055494e-02
-0.098660, 0.834260, -0.067280, 2.148926e-02
-0.097776, 0.834260, -0.067584, 2.242357e-02
-0.096893, 0.834260, -0.067888, 2.335789e-02
-0.096009, 0.834260, -0.068192, 2.429221e-02
-0.095126, 0.834260, -0.068496, 2.522652e-02
-0.094242, 0.834260, -0.068800, 2.616084e-02
-0.093359, 0.834260, -0.069105, 2.709515e-02
-0.092476, 0.834260, -0.069409, 2.802947e-02
-0.091592, 0.834260, -0.069713, 2.896378e-02
-0.090709, 0.834260, -0.070017, 2.989810e-02
-0.089825, 0.834260, -0.070321, 3.083242e-02
-0.088942, 0.834260, -0.070625, 3.176673e-02
-0.088059, 0.834260, -0.070930, 3.270105e-02
-0.087175, 0.834260, -0.071234, 3.363536e-02
-0.086292, 0.834260, -0.071538, 3.456968e-02
-0.085408, 0.834260, -0.071842, 3.550399e-02
-0.084525, 0.834260, -0.072146, 3.643831e-02
-0.083641, 0.834260, -0.072450, 3.737262e-02
-0.082758, 0.834260, -0.072755, 3.830694e-02
-0.081875, 0.834260, -0.073059, 3.924126e-02
-0.080991, 0.834260, -0.073363, 4.017557e-02
-0.080108, 0.834260, -0.073667, 4.110989e-02
-0.079224, 0.834260, -0.073971, 4.204420e-02
-0.078341, 0.834260, -0.074275, 4.297852e-02
-0.077458, 0.834260, -0.074580, 4.391283e-02
-0.076574, 0.834260, -0.074884, 4.484715e-02
-0.075691, 0.834260, -0.075188, 4.578146e-02
-0.074807, 0.834260, -0.075492, 4.671578e-02
-0.073924, 0.834260, -0.075796, 4.765010e-02
-0.073040, 0.834260, -0.076101, 4.858441e-02
-0.072157, 0.834260, -0.076405, 4.951873e-02
-0.071274, 0.834260, -0.076709, 5.045304e-02
-0.070390, 0.834260, -0.077013, 5.138736e-02
-0.069507, 0.834260, -0.077317, 5.232167e-02
-0.068623, 0.834260, -0.077621, 5.325599e-02
-0.067740, 0.834260, -0.077926, 5.419031e-02
-0.066857, 0.834260, -0.078230, 5.512462e-02
-0.065973, 0.834260, -0.078534, 5.605894e-02
-0.065090, 0.834260, -0.078838, 5.699325e-02
-0.064206, 0.834260, -0.079142, 5.792757e-02
-0.063323, 0.834260, -0.079446, 5.886188e-02
-0.062439, 0.834260, -0.079751, 5.979620e-02
-0.061556, 0.834260, -0.080055, 6.073051e-02
-0.060673, 0.834260, -0.080359, 6.166483e-02
-0.059789, 0.834260, -0.080663, 6.259915e-02
-0.058906, 0.834260, -0.080967, 6.353346e-02
-0.058022, 0.834260, -0.081271, 6.446778e-02
-0.057139, 0.834260, -0.081576, 6.540209e-02
-0.056256, 0.834260, -0.081880, 6.633641e-02
-0.055372, 0.834260, -0.082184, 6.727072e-02
-0.054489, 0.834260, -0.082488, 6.820504e-02
-0.053605, 0.834260, -0.082792, 6.913935e-02
-0.052722, 0.834260, -0.083096, 7.007367e-02
-0.051838, 0.834260, -0.083401, 7.100799e-02
-0.050955, 0.834260, -0.083705, 7.194230e-02
-0.050072, 0.834260, -0.084009, 7.287662e-02
-0.049188, 0.834260, -0.084313, 7.381093e-02
-0.048305, 0.834260, -0.084617, 7.474525e-02
-0.047421, 0.834260, -0.084921, 7.567956e-02
-0.046538, 0.834260, -0.085226, 7.661388e-02
-0.045655, 0.834260, -0.085530, 7.754820e-02
